评论ID	品牌	结果情感	评论内容	评论日期
19105127222	简爱酸奶	正面	无蔗糖，0添加，小朋友很爱喝	2023-05-12
19105125489	简爱酸奶	正面	怀孕期间就在坚持喝简爱的酸奶，非常健康。宝宝1岁后给添加的酸奶，非常爱喝，促进肠道蠕动，也有益于身体健康，还会经常回购这款酸奶的	2023-05-12
19105123027	简爱酸奶	正面	真正无糖0添加，不错	2023-05-12
19105131587	简爱酸奶	正面	挺好的，下次再来买	2023-05-12
19105106636	简爱酸奶	负面	日期不好，5月2号生产日期，收到货是12号，保质期就21天 过半了吧	2023-05-12
19105099581	简爱酸奶	正面	挺好的，物美价廉，质量保证，大品牌，挺好喝的，配料不错	2023-05-12
19105090013	简爱酸奶	正面	买了两盒，还送了30个黄天鹅鸡蛋，比在超市买便宜很多，味道也很清淡，不含糖，就是最近天太凉不好给宝宝吃，都让我自己吃掉了	2023-05-12
19105062469	简爱酸奶	正面	KTV图有真相后发现了什么时候放假	2023-05-12
19105044452	简爱酸奶	正面	两小只喜欢喝	2023-05-12
19105044224	简爱酸奶	正面	好好喝，小朋友好喜欢，不错	2023-05-12
19105012755	简爱酸奶	正面	宝贝很喜欢喝。	2023-05-12
19105004866	简爱酸奶	正面	好喝	2023-05-12
19104997707	简爱酸奶	正面	我一直吃这款酸奶，细滑，健康，0%蔗糖	2023-05-12
19104959749	简爱酸奶	负面	快过期了发给客户差评	2023-05-12
19104954688	简爱酸奶	负面	买的酸奶12日收到的，生产日期是5月1日，都快过期了还发给客户干嘛，差评最糟糕的购物体验	2023-05-12
19104941196	简爱酸奶	正面	味道很好，也非常解饱，必备良品，我用微波炉加热一下之后很好吃，下回还会继续光顾的，也会继续复购这款，还送了酸奶，味道都很好，给力！	2023-05-12
19104938495	简爱酸奶	正面	娃挺喜欢的，我也尝了一下，第一次和无糖的，感觉稍微有一点点酸，不过对于娃来说这个应该也不是很酸，无糖的对牙齿更好一点吧。	2023-05-12
19104928742	简爱酸奶	正面	还不错女儿特别喜欢喝	2023-05-12
19104922908	简爱酸奶	正面	京东购物放心，发货快，京东物流给力，快递哥送货****好。	2023-05-12
19104907046	简爱酸奶	正面	口感丝滑，丝丝入扣。	2023-05-12
19104893736	简爱酸奶	正面	孩子很喜欢	2023-05-12
19104863861	简爱酸奶	正面	很实惠呢，楼下便利店卖9.5哈哈	2023-05-12
19104869184	简爱酸奶	正面	宝宝爱喝，日期也很新鲜	2023-05-12
19104817206	简爱酸奶	正面	"父爱配方是一款以生牛乳和发酵菌为主的酸奶，它的蛋白质含量在4g/100g，热量和含糖量都比市面上普通酸奶低。它的配料表非常简单，只有生牛乳、发酵菌和糖。这款酸奶最大的优点就是没有添加剂，只有生牛乳和发酵菌。
它的口感非常醇厚，没有过多的增稠剂，也不含蔗糖，如果你比较喜欢偏酸一点的酸奶口味，可以把糖放到酸奶里一起吃。
父爱配方除了生牛乳和发酵菌以外，还有两个主要成分&mdash;&mdash;乳清蛋白粉和酪蛋白。
乳清蛋白粉是从牛奶里提取出来的蛋白质，含量在3%左右。酪蛋白是一种更高级的蛋白质，它和乳清蛋白粉搭配食用可以产生更好的效果。"	2023-05-12
19104797888	简爱酸奶	正面	真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物东西不错，还有优惠，可以放心省钱购买，一个推荐	2023-05-12
19104770455	简爱酸奶	正面	真的超级喜欢，?常?持，质量?常好，与卖家描述的完全?致，?常满意，真的很喜欢，完全超出期望值，发货速度?常快，包装?常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的?次购物。	2023-05-12
19104770454	简爱酸奶	正面	真的超级喜欢，?常?持，质量?常好，与卖家描述的完全?致，?常满意，真的很喜欢，完全超出期望值，发货速度?常快，包装?常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的?次购物。	2023-05-12
19104770453	简爱酸奶	正面	真的超级喜欢，?常?持，质量?常好，与卖家描述的完全?致，?常满意，真的很喜欢，完全超出期望值，发货速度?常快，包装?常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的?次购物。	2023-05-12
19104750703	简爱酸奶	正面	不错不错	2023-05-12
19104733090	简爱酸奶	正面	味道好，没有添加剂，安全，物流很快，宝宝很喜欢喝	2023-05-12
19104741684	简爱酸奶	正面	之前一直在超市买开的，谁知道那几天超市没货了，就在京东买，时效很快，宝宝很喜欢喝这款，以后会继续回购	2023-05-12
19104737303	简爱酸奶	正面	挺好喝的 大人孩子都喜欢 还会回购的	2023-05-12
19104721145	简爱酸奶	正面	质量非常好，与卖家描述的完全一致，非常满意，真 的很喜欢，完全超出期望值，发货速度非常快，包 装非常仔细、严实，物流公司服务态度很好，运送 速度很快，很满意的一次购质量很好，希望更多的 朋友信赖．店主态度特好，我会再次光顾的，可不 可以再便宜点，我带朋友来你家	2023-05-12
19104721170	简爱酸奶	正面	"京东速度就是快，到货就迫不及待打开了，果真没有让我失望，质量特别好，是正品，颜值也相当高,满意的一次购物宝贝非常棒，是自己想要的那种风格,到货也很快，谢谢老板，服务五颗星趁着活动入手划算,发货快，包装得好,非常不错，全新体验，赞赞赞!收到货后试了一下，很不错,质量很好，值得拥有!五星好评!质量很过关，品质有保障,相当不错的选择，好多朋友看我用都想买,我都推荐了细节非常完美,整体来说真的很不错。性价比很高，下次还会继续光顾!"	2023-05-12
19104719333	简爱酸奶	正面	现代翼蛇 Z21 办公鼠标垫 防滑耐用鼠标垫 可反复水洗 活力橙靶环设计鼠标垫 天然橡胶细密布面 黑蓝，&nbsp;办公鼠标垫 防滑耐用鼠标垫 可反复水洗 活力橙靶环设计鼠标垫 天然橡胶细密布面 黑蓝宝贝收到了，质量很不错，包装精致，材质优秀，比想象中好，送礼自用非常合适，下次继续购买	2023-05-12
19104710628	简爱酸奶	正面	一直喝简爱，孩子很喜欢	2023-05-12
19104696657	简爱酸奶	正面	活动价超级划算	2023-05-12
19104672331	简爱酸奶	正面	物流快，发货快，一直给孩子喝这个，特别好，次日达	2023-05-12
19104669098	简爱酸奶	正面	简爱无糖收到了，口感好，日期新，一直喝这个酸奶，非常喜欢	2023-05-12
19104657539	简爱酸奶	正面	每天必须喝一袋 两下就喝完了 很喜欢喝酸奶	2023-05-12
19104657538	简爱酸奶	正面	每一次送的都是便宜的 如果是父爱配方就更好了	2023-05-12
19104654081	简爱酸奶	正面	不错的	2023-05-12
19104635164	简爱酸奶	正面	还可?	2023-05-12
19104628438	简爱酸奶	正面	日期还行 配送也快。   健康无糖	2023-05-12
19104621872	简爱酸奶	正面	很好的酸奶，没有负担放心吃。	2023-05-12
19104620335	简爱酸奶	正面	简爱的父爱酸奶小朋友吃了好几年了，以前是吃0糖的，后来大了不愿意吃0糖，就慢慢吃2糖，4糖的了。现在京东生鲜还要验证码才签收，挺好的。	2023-05-12
19104607731	简爱酸奶	正面	第一次买，宝宝很喜欢喝	2023-05-12
19104601201	简爱酸奶	正面	宝宝很爱喝，咕噜咕噜一下子就喝完了一袋，争取保持一天一瓶，另外就是配料表很简单、干净，给宝宝喝比较放心，喝起来奶香味十足。	2023-05-12
19104584709	简爱酸奶	正面	很好喝， 滑滑的，孩子也喜欢	2023-05-12
19104593236	简爱酸奶	正面	东西很好，快递很快，会回购。	2023-05-12
19104587214	简爱酸奶	正面	东西很好，快递很快，会回购。	2023-05-12
19104587213	简爱酸奶	正面	东西很好，快递很快，会回购。	2023-05-12
19104588017	简爱酸奶	正面	东西很好，快递很快，会回购。	2023-05-12
19104575558	简爱酸奶	正面	送给朋友家宝宝的，快递速度很快，晚上下单，第二天下午到的，他们家女儿3岁，每天都会喝一袋这个酸奶，我们家一岁半，2糖的不肯喝了，要喝4糖了	2023-05-12
19104578382	简爱酸奶	正面	里面加了冰块，保温效果很好，喜欢	2023-05-12
19104572749	简爱酸奶	正面	送货很快，酸奶生产日期很好！	2023-05-12
19104566832	简爱酸奶	正面	图片标注了送一盒蓝莓 但是收到货并没有送 网购那么多年 第一次给差评	2023-05-12
19104559693	简爱酸奶	正面	冷链很快，好喝的，便宜	2023-05-12
19104528708	简爱酸奶	正面	无限回购款，一直在给孩子喝	2023-05-12
19104530742	简爱酸奶	正面	无限回购款，一直在给孩子喝	2023-05-12
19104522174	简爱酸奶	正面	一直给孩子喝这个，宝贝很喜欢	2023-05-12
19104499793	简爱酸奶	负面	保质期没剩几天	2023-05-12
19104493370	简爱酸奶	正面	父爱配方酸奶配料干净，送货速度快，价格也合适，宝宝喜欢喝，一天一袋给宝宝安排上，还是冷链配送，推介购买	2023-05-12
19104486986	简爱酸奶	正面	一直在喝这个牌子的酸奶，基本每星期都要买几瓶的，冷链运送真的不错，收到货基本都还有10几天的保质期。最近感觉活动少了，价格有点贵了。	2023-05-12
19104477785	简爱酸奶	正面	挺好的。	2023-05-12
19104459489	简爱酸奶	正面	超好喝，甜度刚好，不腻，送货速度超快，希望后期活动多多	2023-05-12
19104462734	简爱酸奶	正面	孩子喜欢喝，平时都是在店里买	2023-05-12
19104451384	简爱酸奶	正面	物流特别方便，下次继续选购	2023-05-12
19104442990	简爱酸奶	正面	酸奶不错，上门速度快。	2023-05-12
19104432804	简爱酸奶	负面	生鲜用塑料袋装连个冰袋都没有，拆开包装没有管，我都怀疑是不是假的。日期还剩9天，差评	2023-05-12
19104426921	简爱酸奶	正面	日期一般般，过来差不多一般吧，看着送东西，而且包装很脏，但是客服解决了，还是不错吧！但是我家小孩很喜欢喝这个酸奶，觉得蛮好喝的！	2023-05-12
19104415843	简爱酸奶	正面	这个牌子的酸奶简直特别爱，醇香味浓??	2023-05-12
19104384987	简爱酸奶	正面	这个酸奶我特别喜欢  不甜  我不喜欢甜甜的这个特别喜欢	2023-05-12
19104376749	简爱酸奶	正面	一直都买简爱的酸奶。那酸奶品味儿挺多的。葡萄的很好喝。每次喝完都会回购。奶味儿挺足的。家里老人，小孩儿都喜欢喝。京东快递发货挺快的，转天就到了。	2023-05-12
19104375460	简爱酸奶	正面	宝宝喜欢喝，除了贵没毛病	2023-05-12
19104371059	简爱酸奶	负面	包装竟用一个塑料袋装，没有密封，没有冰袋，找客服反映问题，客服跟你讲环保讲费用，最后没辙了说它是售前客服，叫找售后，售后就派一个机器人跟你对话，真是搞笑。	2023-05-12
19104332106	简爱酸奶	正面	东西收到了   包装很好  这种奶在超市8.9一袋在京东买优惠很多我儿子喜欢喝所以一次性买了十二袋  味道不错一丝丝甜  发货速度很快全程冷藏的收到货冰袋还是和冰箱拿出来的一样	2023-05-12
19104324741	简爱酸奶	正面	很好喝！物流给力。赞！	2023-05-12
19104320305	简爱酸奶	正面	回购买的不同味道，，	2023-05-12
19104305678	简爱酸奶	正面	超级好，发货很快	2023-05-12
19104298371	简爱酸奶	正面	非常好的购物体验还会再买！	2023-05-12
19104245839	简爱酸奶	正面	孩子最近消化不好、选来选去最终入手这一款、看了里面的配置不错、孩子喝着放心！希望孩子喜欢喝、重要的是少糖、快递小哥服务也非常不错！	2023-05-12
19104240384	简爱酸奶	正面	宝宝非常喜欢喝，多次回购，推荐	2023-05-12
19104226728	简爱酸奶	正面	东东收到了，质量一如既往的好！还会继续回购的！	2023-05-12
19104213591	简爱酸奶	正面	日期很新鲜，配送也快，好评吧	2023-05-12
19104200084	简爱酸奶	正面	10号下的单，12号收到的，日期7号，挺新鲜的，京东自营宝宝喝着放心，比超市便宜多了，宝宝一直喝这个牌子，配料简单，喝着也放心，京东冷链配送，到了酸奶还是凉凉的，不错，下次还从这里买！	2023-05-12
19104191557	简爱酸奶	正面	喝着放心 无添加宝宝的**	2023-05-12
19104186830	简爱酸奶	正面	好喝，因为需要控糖，试了好多种，这款很喜欢，就是纯纯酸奶的味道，而且配料表很简单，没有乱七八糟的添加剂，回持续回购	2023-05-12
19104179837	简爱酸奶	正面	多次购买，发货送货都很快的	2023-05-12
19104172316	简爱酸奶	正面	多次购买，发货送货都很快的	2023-05-12
19104153034	简爱酸奶	正面	n次购买，只要喝酸奶，就买简爱无糖	2023-05-12
19104150449	简爱酸奶	正面	一直喝无糖酸奶，就喜欢这个味道，一如既往的支持	2023-05-12
19104153680	简爱酸奶	正面	一如既往的支持	2023-05-12
19104137644	简爱酸奶	正面	品牌值得信赖口感很好，多次回购了	2023-05-12
19104129267	简爱酸奶	正面	大儿好几天没喝酸奶了，家附近还没有卖的。昨晚下单，今天早上就送家了。太给力了	2023-05-12
19104117591	简爱酸奶	正面	味道不错	2023-05-12
19104116955	简爱酸奶	正面	小孩喝甜度有点儿大了	2023-05-12
19104103632	简爱酸奶	正面	发货很快，已经收到货了，质量没问题，关键价格也合适，在这里买还是很放心的，好评！	2023-05-12
19104067136	简爱酸奶	正面	多次回购啦，全家都喜欢喝，比超市便宜。	2023-05-12
19104043208	简爱酸奶	负面	购买时商品介绍页面写的赠送蓝莓一盒，购买时就没有注意是否出赠品，结果收到货日期不新鲜，已经过半，还没有赠品，咨询客服说赠品送完了，但是今天购买还是有赠蓝莓，而且出单也有蓝莓的赠品，下次麻烦不要这样误导消费者。想申请退货，客服说生鲜商品不支持退货，自认倒霉吧，下次不会购买了	2023-05-12
19104049406	简爱酸奶	正面	比超市卖得便宜，一些生活也比较快	2023-05-12
19104032169	简爱酸奶	正面	完全阔以	2023-05-12
19104024932	简爱酸奶	正面	好喝	2023-05-12
19104017766	简爱酸奶	正面	买了5排，日期新鲜，到货时间快！还有冰袋，好喝！	2023-05-12
19104022370	简爱酸奶	正面	一如既往地购买简爱0糖，口感柔和细密，无甜感，更接近原味，已成为永恒的爱好??	2023-05-12
19104009497	简爱酸奶	正面	特别喜欢喝!每天都喝。，就是太贵	2023-05-12
19103998287	简爱酸奶	正面	多年一直吃他家的酸奶，健康食品继续回购	2023-05-12
19103963090	简爱酸奶	正面	小朋友喜欢吃	2023-05-12
19103951816	简爱酸奶	正面	口感很好，家里大人小孩都喜欢。配料也很干净，喝着放心。	2023-05-12
19103943280	简爱酸奶	正面	还可以说是没有什么明胶	2023-05-12
19103928729	简爱酸奶	正面	味道还行，就是有点稀。	2023-05-12
19103918463	简爱酸奶	正面	已多次回购，一如既往的好，孩子的最好选择，值得信赖！	2023-05-12
19103912515	简爱酸奶	正面	味道非常好，口感不错，不是那种很浓稠的，物流也给力，冷链运输	2023-05-12
19103893728	简爱酸奶	正面	孩子一直都在喝的酸奶，安全又好喝，值得推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。	2023-05-12
19103891952	简爱酸奶	正面	很快就到了，全新正品?，包装很仔细，没有问题	2023-05-12
19103878480	简爱酸奶	正面	儿子最喜欢喝的酸奶，无添加，喝的很放心。	2023-05-12
19103876455	简爱酸奶	正面	一直喝的酸奶，值得推荐，很好喝，原味最爱。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。	2023-05-12
19103864079	简爱酸奶	正面	健康无添加，酸奶一直喝这个品牌从未断过，相信京东自营继续回购	2023-05-12
19103867611	简爱酸奶	负面	再也不敢买京东的酸奶了，喝了家里全都上吐下泻的。不知道你们怎么保证的品质安全。	2023-05-12
19103857931	简爱酸奶	正面	孩子很喜欢，挺好的，一直在喝的酸奶，值得推荐，很好，很好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。	2023-05-12
19103850907	简爱酸奶	正面	孩子超级喜欢喝，之前喝的0蔗糖，这次买了带味道的，也很喜欢喝，之后还会回购！	2023-05-12
19103855147	简爱酸奶	正面	不错 纯酸奶 没加糖	2023-05-12
19103836471	简爱酸奶	正面	收到马上喝，好好喝！	2023-05-12
19103842695	简爱酸奶	负面	全是坏的，喝了家里都拉肚子。	2023-05-12
19103838771	简爱酸奶	正面	不错，物流很快，味道挺好的，很喜欢	2023-05-12
19103831605	简爱酸奶	正面	?超级好用！还很美观！墙裂推荐！有需要再回购！	2023-05-12
19103825873	简爱酸奶	正面	该品牌的酸奶 不错 小孩子很喜欢 每天安排一杯	2023-05-12
19103822742	简爱酸奶	正面	怀孕期间一直在喝盒装的简爱，零蔗糖、配料表煎蛋喝着特别放心，宝宝现在也开始喝父爱配方了，每次可以喝三分之一袋到半袋，单独喝或者搭配水果碎都很喜欢??	2023-05-12
19103802408	简爱酸奶	正面	口味很好 比山姆会员店的也不逊色哦	2023-05-12
19103793056	简爱酸奶	正面	做工比较好，口感也不错	2023-05-12
19103796553	简爱酸奶	正面	酸奶和纯奶一直在喝啊	2023-05-12
19103783541	简爱酸奶	正面	小孩子很喜欢喝 做大人的看他喜欢喝  我就很喜欢买  看他喝的开心 我买的动力就有了哈哈哈哈哈哈。比其他家的酸奶也好很多 很满意	2023-05-12
19103752046	简爱酸奶	正面	很精致，质量非常好，很满意的一次购物。谢谢店家！	2023-05-12
19103751862	简爱酸奶	正面	宝贝收到，一如既往的好，包装很到位，质量还不错，很喜欢，大品牌值得信赖	2023-05-12
19103750334	简爱酸奶	正面	挺好吃的	2023-05-12
19103718156	简爱酸奶	正面	配料表简单，很适合小朋友	2023-05-12
19103697007	简爱酸奶	正面	第一次买 感觉还不错 生牛乳含量较高 口感偏酸	2023-05-12
19103668521	简爱酸奶	负面	保质期21天&hellip;&hellip;送来的东西已经过了一半保质期！！！怎么可能在保质期内喝完？	2023-05-12
19103680402	简爱酸奶	正面	不知道回购了多少次了，比较喜欢的，无蔗糖添加也无其他糖分添加，原汁原味比较喜欢，喝起来没负担，会更放心，会继续考虑回购的，继续关注。	2023-05-12
19103681773	简爱酸奶	正面	回购品，性价比较高。	2023-05-12
19103672406	简爱酸奶	正面	宝宝喜欢喝啊，一直说酸奶酸奶，没其他添加剂还不错的，是妈妈给宝宝的首选，还是蛮不错的，会考虑回购的款，继续关注，是这样的，整体感觉。	2023-05-12
19103674945	简爱酸奶	正面	买了好多次这个酸奶了，这次的效期也不错，给小孩喝的，没什么不适应的，是发酵乳，没有乱七八糟的添加，喝着放心，孩子也喜欢喝	2023-05-12
19103668863	简爱酸奶	正面	回购品，性价比高，宝宝喜欢	2023-05-12
19103647931	简爱酸奶	正面	这个在小杨哥直播间也看到过，价格地点有限 其次是多两袋和赠品吧；给宝宝买了不知道是第几次了 价格有点烧钱 打广告的营销费应该大于产品了 啥时候价格打下来才是真实惠	2023-05-12
19103651086	简爱酸奶	正面	每次都是一买买两盒 一岁半开始尝试让宝宝喝的 感觉挺好喝 就是价格是市场普通酸奶的一倍多 孩子费钱啊 活动比较少  保质期短 每天一袋 差不多喝完	2023-05-12
19103629781	简爱酸奶	正面	我妈常年不断货的产品 希望多做活动  酸奶喝完了现在没照片	2023-05-12
19103602352	简爱酸奶	正面	儿子现在一岁半非常爱喝这款奶但还是控制他一天喝一袋	2023-05-12
19103476667	简爱酸奶	正面	好评，多次回购了，希望多点活动吧！！！！	2023-05-12
19103475919	简爱酸奶	正面	好评，多次回购了，希望多点活动吧！！！！	2023-05-12
19103474632	简爱酸奶	正面	一如既往的好喝，材料简单，宝宝喝起来没负担	2023-05-12
19103466967	简爱酸奶	正面	多次回购了，就是价格有点贵，活动比较少，然后日期就比较看运气了，还不能多买。	2023-05-12
1207252348938	简爱酸奶	负面	味道怪怪的，太难吃了	2023-05-12
1207860758519	简爱酸奶	正面	很赞	2023-05-12
1207773274249	简爱酸奶	正面	口感不错，价格便宜	2023-05-12
1207844622559	简爱酸奶	正面	妈妈喜欢吃	2023-05-12
1207244456980	简爱酸奶	正面	宝贝收到了，卖家发货很快，物流也非常给力，客服服务态度极好，很有耐心、给人一种亲切感，	2023-05-12
1208084311906	简爱酸奶	正面	实惠， 口感味道：挺好喝 	2023-05-12
1207865318351	简爱酸奶	正面	超级好喝！下次搞活动还要买。	2023-05-12
1207856022539	简爱酸奶	正面	略微稀稠的质地	2023-05-12
1207514181452	简爱酸奶	正面	好喝，两个字足以	2023-05-12
1207513865843	简爱酸奶	正面	日期挺新鲜 5.11收到的是5.8的	2023-05-12
19103459238	简爱酸奶	正面	特别好喝的酸奶没有蔗糖，适合减肥、减脂、血糖有问题的人员喝。这次活动买的，还赠送了香蕉口味的酸奶，很棒??。以后还会回购吧。	2023-05-11
19103459239	简爱酸奶	正面	非常非常好喝的酸奶，没有蔗糖，零添加蔗糖。特别适合减肥，减脂期间的人群喝，血糖高的人群也可以喝。如果觉得实在忍受不了，那就加点麦片什么的	2023-05-11
19103452910	简爱酸奶	正面	很好，日期也不错。	2023-05-11
19103448031	简爱酸奶	正面	有活动时买很划算，日期也不错。	2023-05-11
19103447563	简爱酸奶	正面	挺好的，纯酸牛奶来试试	2023-05-11
19103420375	简爱酸奶	负面	买回来孕妇不可以喝但又不支持申请退款。	2023-05-11
19103407248	简爱酸奶	正面	之前一直给宝贝买的这款酸奶，还不错，配方很干净，宝贝吃了也没有什么不良反应。趁着现在搞活动，又买了两盒囤起来，物流也很快的，头一天下单，第二天就到了。	2023-05-11
19103399190	简爱酸奶	正面	之前一直给宝贝买的这款酸奶，还不错，配方很干净，宝贝吃了也没有什么不良反应。趁着现在搞活动，又买了两盒囤起来，物流也很快的，头一天下单，第二天就到了。	2023-05-11
19103397771	简爱酸奶	正面	"宝子已经一周半了，医生讲可以加点酸奶，选了好久，终于确定买简爱的酸奶，主要看重奶源和配方，奶源来自父爱牧场，配料表很干净，没有添加蔗糖
买回来我当然要先试一下啦，真的不甜，酸酸的，很好喝，我家宝子很爱喝，小朋友喝的话可以提前拿到室温下哦，半小时左右就好，主要怕宝宝接触凉的肠胃不舒服"	2023-05-11
19103387727	简爱酸奶	正面	健康划算，可以赠品没了，太快了。	2023-05-11
19103376647	简爱酸奶	正面	一个字 酸	2023-05-11
19103371169	简爱酸奶	正面	每天给小孩带一瓶	2023-05-11
19103360383	简爱酸奶	正面	物流杠杠的，各方面都很到位	2023-05-11
19103322610	简爱酸奶	正面	很好，孩子爱喝，11316	2023-05-11
19103330813	简爱酸奶	正面	家中常备，无糖0添加，宝宝的第一款酸奶，很爱喝。	2023-05-11
19103323199	简爱酸奶	正面	家中常备，无糖0添加，宝宝爱喝。	2023-05-11
19103318722	简爱酸奶	正面	味道不错，蛮好喝的。	2023-05-11
19103298307	简爱酸奶	正面	好喝，孩子喜欢喝，味道特别好	2023-05-11
19103285607	简爱酸奶	正面	?大品牌！值得信赖！效果超级好！贵有贵的道理！很棒的商品！	2023-05-11
19103281778	简爱酸奶	正面	产品真的超级棒，下次还会买的，愿越做越好，非常好的购物体验	2023-05-11
19103291445	简爱酸奶	正面	信的过的品牌！一直吃。	2023-05-11
19103037572	简爱酸奶	正面	简爱 0%蔗糖酸奶135g*4杯，无蔗糖酸奶，健康又好吃。	2023-05-11
19103259201	简爱酸奶	正面	买回来还没喝呢，孩子一直喝的他们家的酸奶，孩子非常喜欢喝，大品牌值得信赖	2023-05-11
19103255472	简爱酸奶	正面	拿回来放冰箱还没喝，一直都是从他们家买，孩子非常喜欢	2023-05-11
19103244130	简爱酸奶	正面	挺好喝的，喜欢！	2023-05-11
19103250650	简爱酸奶	正面	好像买过很多次了，这个没有糖，配料简单，小朋友吃要好些。其他一些酸奶，真的太甜了，好吃但不健康。这个酸酸的，还是很不错的！	2023-05-11
19103218694	简爱酸奶	正面	酸奶很不错，值得购买。	2023-05-11
19103208842	简爱酸奶	正面	日期请下次发新鲜的，起码有效期内能吃完	2023-05-11
19103159248	简爱酸奶	正面	东西收到了，物流很快，无糖非常好！	2023-05-11
19103142841	简爱酸奶	正面	好喝	2023-05-11
19103140656	简爱酸奶	正面	真是京东速度，太快了！收到时都是冰冰凉，孩子很爱吃	2023-05-11
19103132950	简爱酸奶	负面	?实体店贵，习惯好评！不值得购买	2023-05-11
19103134044	简爱酸奶	负面	吃不惯，太难吃了	2023-05-11
19102954463	简爱酸奶	正面	买了一冰箱，中午一个，晚上一个，代替主食了，酸奶减肥，安全又健康！夏天来了，瘦20斤来迎接吧！确实一点甜味儿没有！酸酸的	2023-05-11
19103115060	简爱酸奶	正面	不错	2023-05-11
19103117479	简爱酸奶	正面	酸奶 只喝简爱，0蔗糖，0添加，配料表简单，家里有一岁宝宝，也给宝宝喝一点，感觉挺好，酸酸的，也爱吃，就是活动太少了，来场大促吧	2023-05-11
19103087705	简爱酸奶	正面	喜欢，无糖，零添加，口感好，比较浓。多次回购。有点小贵。但是值。无添加嘛	2023-05-11
19103104619	简爱酸奶	正面	给小孩买的，我自己也喝，主要是含糖量低，喝着健康	2023-05-11
19103095501	简爱酸奶	正面	很好，宝宝很喜欢喝，没有添加剂。	2023-05-11
19103084951	简爱酸奶	正面	很好吃，孩子很喜欢，已经买了好几次了	2023-05-11
19103079221	简爱酸奶	正面	这个味道好好喝，回购很多次。补贴便宜很多	2023-05-11
19103081124	简爱酸奶	正面	好喝回购多次，每天女儿一杯带学校喝	2023-05-11
19103078472	简爱酸奶	正面	给宝宝喝的 小小的一杯 酸酸甜甜口感很好	2023-05-11
19103062977	简爱酸奶	正面	感觉没有添加增稠剂，没有那么浓，很好	2023-05-11
19103028820	简爱酸奶	正面	多次回购，好喝，方便。	2023-05-11
19103018358	简爱酸奶	正面	很喜欢简爱的酸奶，不管是这款&ldquo;身体知道&rdquo;还是果味的那种，味道都很好。整体来讲，简爱的酸奶都有点小贵。这么小小的一瓶，差不多搞活动也得8元左右一瓶。	2023-05-11
19103005773	简爱酸奶	正面	发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！	2023-05-11
19102974059	简爱酸奶	正面	无糖，成分简单，孩子爱喝，京东价格便宜点	2023-05-11
19103009333	简爱酸奶	正面	无糖，成分简单，孩子爱喝，京东价格便宜送货快	2023-05-11
19102973194	简爱酸奶	负面	太小只了，好贵的，没喝出其他问题	2023-05-11
19102961243	简爱酸奶	正面	宝宝很爱吃，可以自己拿自己吸不会弄脏	2023-05-11
19102955621	简爱酸奶	正面	宝宝很爱吃，无糖也是我选择的原因	2023-05-11
19102942922	简爱酸奶	正面	实惠	2023-05-11
19102944681	简爱酸奶	正面	实惠	2023-05-11
19102939532	简爱酸奶	正面	父爱配方0蔗糖，一岁半的小宝宝很喜欢喝这个。	2023-05-11
19102888601	简爱酸奶	正面	很好很喜欢，下次还来购买	2023-05-11
19102930714	简爱酸奶	正面	很好很喜欢，下次还来购买	2023-05-11
19102900259	简爱酸奶	正面	酸奶收到，很满意！！全程冷链都是新日期还黄天鹅赠送！价格简直太太太便宜了，而且货物发得超快，包装仔细，值得信赖！京东平台生鲜值得信赖！	2023-05-11
19102926470	简爱酸奶	正面	应该挺不错吧，一岁半的小娃很喜欢喝。	2023-05-11
19102920895	简爱酸奶	正面	喝完了，包装扔掉了，拍不了照片，但是味道还记得，挺香的，入口酸，但细品会回甜，没有如实那么酸，量比较少，几口就没了，价钱挺贵，给小宝宝吃合算些	2023-05-11
19102915835	简爱酸奶	正面	虽然无糖，但是大人也觉得还挺好喝	2023-05-11
19102905109	简爱酸奶	正面	质量味道都不错，一直在喝。	2023-05-11
19102860514	简爱酸奶	正面	发货速度很快，东西包装的很好，价格优惠，我很满意?，还会回购。送货很快，隔天就到。买东西很方便。酸奶也挺不错，没有添加剂，适合小孩喝	2023-05-11
19102855942	简爱酸奶	正面	宝宝一直再喝的酸奶  0蔗糖	2023-05-11
19102852602	简爱酸奶	正面	"发货很快，包装的很好，价格也特别实惠，值得购买
买赠蓝莓，活动不错
宝宝第一口酸奶"	2023-05-11
19102845635	简爱酸奶	正面	第一次买这个酸奶，收到感觉还不错，没有添加 适合小孩喝。唯一不满意的就是配送服务，不过京东客服很热情的帮忙解决了问题。还会继续回购	2023-05-11
19102840091	简爱酸奶	正面	价格合适	2023-05-11
19095147985	简爱酸奶	负面	这次的日期不太新鲜	2023-05-11
19102809540	简爱酸奶	正面	送货速度快，包装完好无损，还会继续购买	2023-05-11
19102800989	简爱酸奶	正面	孩子喜欢喝这个，很好	2023-05-11
